Time - Voltage_1;Amplitude - Voltage_1
0;0.00199
0.001;0.015603
0.002;0.003987
0.003;-0.006111
0.004;0.005937
0.005;0.001168
0.006;0.002586
0.007;8.87E-05
0.008;-0.003504
0.009;-0.003333
0.01;-0.006883
0.011;0.004181
0.012;-0.002772
0.013;0.000475
0.014;-0.001849
0.015;-0.003143
0.016;-0.00231
0.017;-0.001147
0.018;0.001458
0.019;0.009143
0.02;0.008772
0.021;0.00816
0.022;-0.001388
0.023;-0.002772
0.024;-0.001277
0.025;-0.001147
0.026;0.000653
0.027;0.003843
0.028;-0.001277
0.029;0.00402
0.03;0.00062
0.031;0.007387
0.032;-0.002912
0.033;-0.001799
0.034;-0.001668
0.035;-0.002932
0.036;8.10E-06
0.037;-0.001668
0.038;0.00062
0.039;0.00091
0.04;0.006597
0.041;-0.002481
0.042;-0.002431
0.043;0.001732
0.044;0.008756
0.045;4.03E-05
0.046;0.001651
0.047;0.002054
0.048;-0.001709
0.049;-0.006001
